commodity,unit,fips,adc,state,yield,county_yield,ad_yield,st_yield,st_irrigated,st_partial,st_none
CORN,TONS,41051,41ag10,41,26.79,26.79,24.00,51.34,26.15,19.55,15.30
CORN,TONS,30025,30ag90,30,23.32,23.32,57.72,54.02,22.10,18.55,13.45
CORN,TONS,30079,30ag90,30,85.04,85.04,57.72,54.02,22.10,18.55,13.45
CORN,TONS,30087,30ag90,30,57.65,57.65,57.72,54.02,22.10,18.55,13.45
CORN,TONS,30017,30ag90,30,64.87,64.87,57.72,54.02,22.10,18.55,13.45
CORN,TONS,30109,30ag90,30,57.72,,57.72,54.02,22.10,18.55,13.45
CORN,TONS,30095,30ag80,30,83.57,83.57,77.75,54.02,22.10,18.55,13.45
CORN,TONS,30003,30ag80,30,60.27,60.27,77.75,54.02,22.10,18.55,13.45
CORN,TONS,30111,30ag80,30,64.96,64.96,77.75,54.02,22.10,18.55,13.45
CORN,TONS,30009,30ag80,30,86.80,86.80,77.75,54.02,22.10,18.55,13.45
CORN,TONS,30103,30ag80,30,93.15,93.15,77.75,54.02,22.10,18.55,13.45
CORN,TONS,30031,30ag70,30,19.88,19.88,19.88,54.02,22.10,18.55,13.45
CORN,TONS,30065,30ag50,30,21.58,21.58,18.72,54.02,22.10,18.55,13.45
CORN,TONS,30037,30ag50,30,16.26,16.26,18.72,54.02,22.10,18.55,13.45
CORN,TONS,30013,30ag50,30,18.02,18.02,18.72,54.02,22.10,18.55,13.45
CORN,TONS,30007,30ag50,30,19.02,19.02,18.72,54.02,22.10,18.55,13.45
CORN,TONS,30085,30ag30,30,78.89,78.89,80.86,54.02,22.10,18.55,13.45
CORN,TONS,30055,30ag30,30,78.41,78.41,80.86,54.02,22.10,18.55,13.45
CORN,TONS,30083,30ag30,30,83.91,83.91,80.86,54.02,22.10,18.55,13.45
CORN,TONS,30091,30ag30,30,80.86,,80.86,54.02,22.10,18.55,13.45
CORN,TONS,30105,30ag30,30,54.92,54.92,80.86,54.02,22.10,18.55,13.45
CORN,TONS,30033,30ag30,30,80.86,,80.86,54.02,22.10,18.55,13.45
CORN,TONS,30021,30ag30,30,108.17,108.17,80.86,54.02,22.10,18.55,13.45
CORN,TONS,30051,30ag20,30,7.33,7.33,22.27,54.02,22.10,18.55,13.45
CORN,TONS,30015,30ag20,30,22.27,,22.27,54.02,22.10,18.55,13.45
CORN,TONS,30071,30ag20,30,22.27,,22.27,54.02,22.10,18.55,13.45
CORN,TONS,30005,30ag20,30,39.98,39.98,22.27,54.02,22.10,18.55,13.45
CORN,TONS,30099,30ag20,30,19.49,19.49,22.27,54.02,22.10,18.55,13.45
CORN,TONS,30101,30ag20,30,22.27,,22.27,54.02,22.10,18.55,13.45
CORN,TONS,30081,30ag10,30,40.37,40.37,55.50,54.02,22.10,18.55,13.45
CORN,TONS,30047,30ag10,30,70.62,70.62,55.50,54.02,22.10,18.55,13.45
CORN,TONS,30029,30ag10,30,55.50,,55.50,54.02,22.10,18.55,13.45
CORN,TONS,16037,16ag90,16,16.00,16.00,50.18,73.79,27.05,,
CORN,TONS,16065,16ag90,16,10.66,10.66,50.18,73.79,27.05,,
CORN,TONS,16029,16ag90,16,18.32,18.32,50.18,73.79,27.05,,
CORN,TONS,16019,16ag90,16,36.82,36.82,50.18,73.79,27.05,,
CORN,TONS,16051,16ag90,16,44.15,44.15,50.18,73.79,27.05,,
CORN,TONS,16071,16ag90,16,50.18,,50.18,73.79,27.05,,
CORN,TONS,16077,16ag90,16,129.81,129.81,50.18,73.79,27.05,,
CORN,TONS,16043,16ag90,16,65.94,65.94,50.18,73.79,27.05,,
CORN,TONS,16041,16ag90,16,48.61,48.61,50.18,73.79,27.05,,
CORN,TONS,16011,16ag90,16,81.27,81.27,50.18,73.79,27.05,,
CORN,TONS,16063,16ag80,16,63.75,63.75,60.48,73.79,27.05,,
CORN,TONS,16053,16ag80,16,46.96,46.96,60.48,73.79,27.05,,
CORN,TONS,16047,16ag80,16,60.97,60.97,60.48,73.79,27.05,,
CORN,TONS,16031,16ag80,16,33.94,33.94,60.48,73.79,27.05,,
CORN,TONS,16083,16ag80,16,75.94,75.94,60.48,73.79,27.05,,
CORN,TONS,16067,16ag80,16,81.30,81.30,60.48,73.79,27.05,,
CORN,TONS,16001,16ag70,16,83.23,83.23,115.57,73.79,27.05,,
CORN,TONS,16075,16ag70,16,103.31,103.31,115.57,73.79,27.05,,
CORN,TONS,16045,16ag70,16,132.88,132.88,115.57,73.79,27.05,,
CORN,TONS,16087,16ag70,16,135.96,135.96,115.57,73.79,27.05,,
CORN,TONS,16073,16ag70,16,124.41,124.41,115.57,73.79,27.05,,
CORN,TONS,16027,16ag70,16,124.04,124.04,115.57,73.79,27.05,,
CORN,TONS,16039,16ag70,16,105.14,105.14,115.57,73.79,27.05,,
CORN,TONS,06083,06ag80,06,25.62,,25.62,59.73,25.95,24.30,24.00
CORN,TONS,06073,06ag80,06,25.62,,25.62,59.73,25.95,24.30,24.00
CORN,TONS,06065,06ag80,06,28.94,28.94,25.62,59.73,25.95,24.30,24.00
CORN,TONS,06059,06ag80,06,25.62,,25.62,59.73,25.95,24.30,24.00
CORN,TONS,06037,06ag80,06,25.62,,25.62,59.73,25.95,24.30,24.00
CORN,TONS,06025,06ag80,06,21.89,21.89,25.62,59.73,25.95,24.30,24.00
CORN,TONS,06071,06ag80,06,26.03,26.03,25.62,59.73,25.95,24.30,24.00
CORN,TONS,06109,06ag60,06,68.75,68.75,68.75,59.73,25.95,24.30,24.00
CORN,TONS,06057,06ag60,06,68.75,,68.75,59.73,25.95,24.30,24.00
CORN,TONS,06005,06ag60,06,68.75,,68.75,59.73,25.95,24.30,24.00
CORN,TONS,06017,06ag60,06,68.75,,68.75,59.73,25.95,24.30,24.00
CORN,TONS,06039,06ag51,06,38.93,38.93,52.05,59.73,25.95,24.30,24.00
CORN,TONS,06077,06ag51,06,98.96,98.96,52.05,59.73,25.95,24.30,24.00
CORN,TONS,06031,06ag51,06,45.83,45.83,52.05,59.73,25.95,24.30,24.00
CORN,TONS,06029,06ag51,06,46.64,46.64,52.05,59.73,25.95,24.30,24.00
CORN,TONS,06047,06ag51,06,55.22,55.22,52.05,59.73,25.95,24.30,24.00
CORN,TONS,06099,06ag51,06,35.55,35.55,52.05,59.73,25.95,24.30,24.00
CORN,TONS,06107,06ag51,06,43.98,43.98,52.05,59.73,25.95,24.30,24.00
CORN,TONS,06019,06ag51,06,51.27,51.27,52.05,59.73,25.95,24.30,24.00
CORN,TONS,06103,06ag50,06,56.63,56.63,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06115,06ag50,06,29.71,29.71,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06021,06ag50,06,141.43,141.43,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06101,06ag50,06,117.01,,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06067,06ag50,06,128.37,128.37,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06095,06ag50,06,173.31,173.31,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06113,06ag50,06,163.61,163.61,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06011,06ag50,06,117.01,,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06007,06ag50,06,126.02,126.02,117.01,59.73,25.95,24.30,24.00
CORN,TONS,06013,06ag40,06,93.85,93.85,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06033,06ag40,06,0.50,0.50,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06053,06ag40,06,28.19,28.19,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06055,06ag40,06,31.91,,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06069,06ag40,06,31.91,,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06079,06ag40,06,31.91,,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06081,06ag40,06,15.00,15.00,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06085,06ag40,06,22.00,22.00,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06097,06ag40,06,31.89,31.89,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06001,06ag40,06,31.91,,31.91,59.73,25.95,24.30,24.00
CORN,TONS,06093,06ag20,06,18.18,18.18,18.18,59.73,25.95,24.30,24.00
CORN,TONS,06089,06ag20,06,18.18,,18.18,59.73,25.95,24.30,24.00
CORN,TONS,06045,06ag10,06,21.91,,21.91,59.73,25.95,24.30,24.00
CORN,TONS,06023,06ag10,06,21.91,21.91,21.91,59.73,25.95,24.30,24.00
CORN,BU,06045,06ag10,06,20.52,,20.52,85.50,179.60,169.10,
CORN,BU,06023,06ag10,06,20.52,20.52,20.52,85.50,179.60,169.10,
CORN,BU,06093,06ag20,06,14.30,,14.30,85.50,179.60,169.10,
CORN,BU,06089,06ag20,06,14.30,14.30,14.30,85.50,179.60,169.10,
CORN,BU,06079,06ag40,06,130.42,130.42,66.32,85.50,179.60,169.10,
CORN,BU,06001,06ag40,06,66.32,,66.32,85.50,179.60,169.10,
CORN,BU,06069,06ag40,06,18.00,18.00,66.32,85.50,179.60,169.10,
CORN,BU,06097,06ag40,06,28.13,28.13,66.32,85.50,179.60,169.10,
CORN,BU,06033,06ag40,06,66.32,,66.32,85.50,179.60,169.10,
CORN,BU,06055,06ag40,06,120.38,120.38,66.32,85.50,179.60,169.10,
CORN,BU,06053,06ag40,06,41.83,41.83,66.32,85.50,179.60,169.10,
CORN,BU,06081,06ag40,06,66.32,,66.32,85.50,179.60,169.10,
CORN,BU,06085,06ag40,06,22.00,22.00,66.32,85.50,179.60,169.10,
CORN,BU,06013,06ag40,06,103.51,103.51,66.32,85.50,179.60,169.10,
CORN,BU,06103,06ag50,06,94.84,94.84,156.41,85.50,179.60,169.10,
CORN,BU,06101,06ag50,06,200.51,200.51,156.41,85.50,179.60,169.10,
CORN,BU,06095,06ag50,06,173.31,173.31,156.41,85.50,179.60,169.10,
CORN,BU,06067,06ag50,06,128.37,128.37,156.41,85.50,179.60,169.10,
CORN,BU,06021,06ag50,06,141.43,141.43,156.41,85.50,179.60,169.10,
CORN,BU,06011,06ag50,06,197.38,197.38,156.41,85.50,179.60,169.10,
CORN,BU,06007,06ag50,06,126.02,126.02,156.41,85.50,179.60,169.10,
CORN,BU,06113,06ag50,06,189.39,189.39,156.41,85.50,179.60,169.10,
CORN,BU,06115,06ag50,06,156.41,,156.41,85.50,179.60,169.10,
CORN,BU,06099,06ag51,06,35.55,35.55,52.05,85.50,179.60,169.10,
CORN,BU,06047,06ag51,06,55.22,55.22,52.05,85.50,179.60,169.10,
CORN,BU,06077,06ag51,06,98.96,98.96,52.05,85.50,179.60,169.10,
CORN,BU,06029,06ag51,06,46.64,46.64,52.05,85.50,179.60,169.10,
CORN,BU,06031,06ag51,06,45.83,45.83,52.05,85.50,179.60,169.10,
CORN,BU,06107,06ag51,06,43.98,43.98,52.05,85.50,179.60,169.10,
CORN,BU,06019,06ag51,06,51.27,51.27,52.05,85.50,179.60,169.10,
CORN,BU,06039,06ag51,06,38.93,38.93,52.05,85.50,179.60,169.10,
CORN,BU,06017,06ag60,06,36.00,36.00,57.58,85.50,179.60,169.10,
CORN,BU,06005,06ag60,06,57.58,,57.58,85.50,179.60,169.10,
CORN,BU,06109,06ag60,06,68.75,68.75,57.58,85.50,179.60,169.10,
CORN,BU,06057,06ag60,06,68.00,68.00,57.58,85.50,179.60,169.10,
CORN,BU,06059,06ag80,06,27.37,27.37,103.67,85.50,179.60,169.10,
CORN,BU,06037,06ag80,06,103.67,,103.67,85.50,179.60,169.10,
CORN,BU,06071,06ag80,06,103.67,,103.67,85.50,179.60,169.10,
CORN,BU,06065,06ag80,06,103.67,,103.67,85.50,179.60,169.10,
CORN,BU,06083,06ag80,06,103.67,,103.67,85.50,179.60,169.10,
CORN,BU,06025,06ag80,06,164.65,164.65,103.67,85.50,179.60,169.10,
CORN,BU,06073,06ag80,06,118.98,118.98,103.67,85.50,179.60,169.10,
CORN,BU,16001,16ag70,16,83.23,83.23,115.57,87.74,194.30,,
CORN,BU,16087,16ag70,16,135.96,135.96,115.57,87.74,194.30,,
CORN,BU,16039,16ag70,16,105.14,105.14,115.57,87.74,194.30,,
CORN,BU,16045,16ag70,16,132.88,132.88,115.57,87.74,194.30,,
CORN,BU,16073,16ag70,16,124.41,124.41,115.57,87.74,194.30,,
CORN,BU,16027,16ag70,16,124.04,124.04,115.57,87.74,194.30,,
CORN,BU,16075,16ag70,16,103.31,103.31,115.57,87.74,194.30,,
CORN,BU,16063,16ag80,16,63.75,63.75,60.48,87.74,194.30,,
CORN,BU,16067,16ag80,16,81.30,81.30,60.48,87.74,194.30,,
CORN,BU,16083,16ag80,16,75.94,75.94,60.48,87.74,194.30,,
CORN,BU,16047,16ag80,16,60.97,60.97,60.48,87.74,194.30,,
CORN,BU,16031,16ag80,16,33.94,33.94,60.48,87.74,194.30,,
CORN,BU,16053,16ag80,16,46.96,46.96,60.48,87.74,194.30,,
CORN,BU,16077,16ag90,16,129.81,129.81,82.54,87.74,194.30,,
CORN,BU,16011,16ag90,16,81.27,81.27,82.54,87.74,194.30,,
CORN,BU,16019,16ag90,16,57.06,57.06,82.54,87.74,194.30,,
CORN,BU,16043,16ag90,16,110.07,110.07,82.54,87.74,194.30,,
CORN,BU,16071,16ag90,16,82.54,,82.54,87.74,194.30,,
CORN,BU,16051,16ag90,16,68.39,68.39,82.54,87.74,194.30,,
CORN,BU,16065,16ag90,16,82.54,,82.54,87.74,194.30,,
CORN,BU,16037,16ag90,16,82.54,,82.54,87.74,194.30,,
CORN,BU,16041,16ag90,16,48.61,48.61,82.54,87.74,194.30,,
CORN,BU,16029,16ag90,16,82.54,,82.54,87.74,194.30,,
CORN,BU,30081,30ag10,30,48.98,48.98,70.98,71.65,144.50,125.05,38.55
CORN,BU,30029,30ag10,30,70.98,,70.98,71.65,144.50,125.05,38.55
CORN,BU,30047,30ag10,30,92.97,92.97,70.98,71.65,144.50,125.05,38.55
CORN,BU,30005,30ag20,30,39.98,39.98,79.19,71.65,144.50,125.05,38.55
CORN,BU,30015,30ag20,30,116.25,116.25,79.19,71.65,144.50,125.05,38.55
CORN,BU,30051,30ag20,30,79.19,,79.19,71.65,144.50,125.05,38.55
CORN,BU,30071,30ag20,30,83.83,83.83,79.19,71.65,144.50,125.05,38.55
CORN,BU,30101,30ag20,30,76.71,76.71,79.19,71.65,144.50,125.05,38.55
CORN,BU,30099,30ag20,30,79.19,,79.19,71.65,144.50,125.05,38.55
CORN,BU,30083,30ag30,30,83.91,83.91,74.47,71.65,144.50,125.05,38.55
CORN,BU,30091,30ag30,30,93.18,93.18,74.47,71.65,144.50,125.05,38.55
CORN,BU,30105,30ag30,30,54.92,54.92,74.47,71.65,144.50,125.05,38.55
CORN,BU,30033,30ag30,30,23.83,23.83,74.47,71.65,144.50,125.05,38.55
CORN,BU,30021,30ag30,30,108.17,108.17,74.47,71.65,144.50,125.05,38.55
CORN,BU,30085,30ag30,30,78.89,78.89,74.47,71.65,144.50,125.05,38.55
CORN,BU,30055,30ag30,30,78.41,78.41,74.47,71.65,144.50,125.05,38.55
CORN,BU,30013,30ag50,30,71.65,,,71.65,144.50,125.05,38.55
CORN,BU,30037,30ag50,30,71.65,,,71.65,144.50,125.05,38.55
CORN,BU,30065,30ag50,30,71.65,,,71.65,144.50,125.05,38.55
CORN,BU,30007,30ag50,30,71.65,,,71.65,144.50,125.05,38.55
CORN,BU,30031,30ag70,30,71.65,,,71.65,144.50,125.05,38.55
CORN,BU,30111,30ag80,30,64.96,64.96,77.75,71.65,144.50,125.05,38.55
CORN,BU,30095,30ag80,30,83.57,83.57,77.75,71.65,144.50,125.05,38.55
CORN,BU,30103,30ag80,30,93.15,93.15,77.75,71.65,144.50,125.05,38.55
CORN,BU,30009,30ag80,30,86.80,86.80,77.75,71.65,144.50,125.05,38.55
CORN,BU,30003,30ag80,30,60.27,60.27,77.75,71.65,144.50,125.05,38.55
CORN,BU,30079,30ag90,30,85.04,85.04,55.82,71.65,144.50,125.05,38.55
CORN,BU,30109,30ag90,30,48.22,48.22,55.82,71.65,144.50,125.05,38.55
CORN,BU,30087,30ag90,30,57.65,57.65,55.82,71.65,144.50,125.05,38.55
CORN,BU,30025,30ag90,30,23.32,23.32,55.82,71.65,144.50,125.05,38.55
CORN,BU,30017,30ag90,30,64.87,64.87,55.82,71.65,144.50,125.05,38.55
CORN,BU,41071,41ag10,41,32.26,32.26,22.90,81.81,203.80,176.90,90.40
CORN,BU,41005,41ag10,41,14.28,14.28,22.90,81.81,203.80,176.90,90.40
CORN,BU,41009,41ag10,41,4.73,4.73,22.90,81.81,203.80,176.90,90.40
CORN,BU,41039,41ag10,41,25.19,25.19,22.90,81.81,203.80,176.90,90.40
CORN,BU,41043,41ag10,41,22.90,,22.90,81.81,203.80,176.90,90.40
CORN,BU,41047,41ag10,41,29.56,29.56,22.90,81.81,203.80,176.90,90.40
CORN,BU,41057,41ag10,41,22.90,,22.90,81.81,203.80,176.90,90.40
CORN,BU,41003,41ag10,41,22.90,,22.90,81.81,203.80,176.90,90.40
CORN,BU,41067,41ag10,41,27.48,27.48,22.90,81.81,203.80,176.90,90.40
CORN,BU,41051,41ag10,41,26.79,26.79,22.90,81.81,203.80,176.90,90.40
CORN,BU,41053,41ag10,41,22.90,,22.90,81.81,203.80,176.90,90.40
CORN,BU,41049,41ag20,41,178.61,178.61,178.61,81.81,203.80,176.90,90.40
CORN,BU,41059,41ag30,41,206.59,206.59,147.00,81.81,203.80,176.90,90.40
CORN,BU,41061,41ag30,41,87.41,87.41,147.00,81.81,203.80,176.90,90.40
CORN,BU,41001,41ag30,41,147.00,,147.00,81.81,203.80,176.90,90.40
CORN,BU,41029,41ag70,41,110.93,110.93,140.04,81.81,203.80,176.90,90.40
CORN,BU,41033,41ag70,41,169.15,169.15,140.04,81.81,203.80,176.90,90.40
CORN,BU,41011,41ag70,41,140.04,,140.04,81.81,203.80,176.90,90.40
CORN,BU,41045,41ag80,41,150.57,150.57,150.57,81.81,203.80,176.90,90.40
CORN,BU,41035,41ag80,41,150.57,,150.57,81.81,203.80,176.90,90.40
CORN,BU,53061,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53053,53ag10,53,13.10,13.10,13.10,149.22,,,
CORN,BU,53057,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53041,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53045,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53073,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53035,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53033,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53029,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53027,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53015,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53011,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53009,53ag10,53,13.10,,13.10,149.22,,,
CORN,BU,53037,53ag20,53,159.28,,159.28,149.22,,,
CORN,BU,53077,53ag20,53,90.53,90.53,159.28,149.22,,,
CORN,BU,53005,53ag20,53,233.30,233.30,159.28,149.22,,,
"CORN, GRAIN",BU,16047,16ag80,16,177.81,177.81,172.86,173.84,194.30,,
"CORN, GRAIN",BU,53075,53ag90,53,220.87,,220.87,183.11,,,
"CORN, GRAIN",BU,53071,53ag90,53,220.87,220.87,220.87,183.11,,,
"CORN, GRAIN",BU,53013,53ag90,53,220.87,,220.87,183.11,,,
"CORN, GRAIN",BU,53021,53ag50,53,215.07,215.07,188.51,183.11,,,
"CORN, GRAIN",BU,53025,53ag50,53,203.67,203.67,188.51,183.11,,,
"CORN, GRAIN",BU,53043,53ag50,53,188.51,,188.51,183.11,,,
"CORN, GRAIN",BU,53001,53ag50,53,182.27,182.27,188.51,183.11,,,
"CORN, GRAIN",BU,53017,53ag50,53,153.01,153.01,188.51,183.11,,,
"CORN, GRAIN",BU,53077,53ag20,53,204.75,204.75,200.69,183.11,,,
"CORN, GRAIN",BU,53005,53ag20,53,243.32,243.32,200.69,183.11,,,
"CORN, GRAIN",BU,53007,53ag20,53,154.00,154.00,200.69,183.11,,,
"CORN, GRAIN",BU,53053,53ag10,53,71.00,71.00,71.00,183.11,,,
"CORN, GRAIN",BU,53045,53ag10,53,71.00,,71.00,183.11,,,
"CORN, GRAIN",BU,41045,41ag80,41,188.01,188.01,188.01,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41029,41ag70,41,110.93,110.93,140.04,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41033,41ag70,41,169.15,169.15,140.04,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41059,41ag30,41,219.93,219.93,153.67,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41061,41ag30,41,87.41,87.41,153.67,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41049,41ag20,41,222.56,222.56,222.56,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41071,41ag10,41,178.60,178.60,113.99,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41039,41ag10,41,140.58,140.58,113.99,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41047,41ag10,41,134.31,134.31,113.99,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41005,41ag10,41,100.17,100.17,113.99,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41067,41ag10,41,129.14,129.14,113.99,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41051,41ag10,41,110.37,110.37,113.99,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,41009,41ag10,41,4.73,4.73,113.99,138.15,203.80,176.90,90.40
"CORN, GRAIN",BU,30017,30ag90,30,144.17,144.17,100.18,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30079,30ag90,30,138.71,138.71,100.18,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30087,30ag90,30,140.21,140.21,100.18,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30109,30ag90,30,48.22,48.22,100.18,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30025,30ag90,30,29.60,29.60,100.18,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30009,30ag80,30,154.97,154.97,142.40,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30003,30ag80,30,106.26,106.26,142.40,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30103,30ag80,30,169.12,169.12,142.40,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30111,30ag80,30,119.26,119.26,142.40,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30095,30ag80,30,162.39,162.39,142.40,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30037,30ag50,30,108.32,,,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30091,30ag30,30,93.18,93.18,93.16,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30083,30ag30,30,122.51,122.51,93.16,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30105,30ag30,30,87.69,87.69,93.16,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30055,30ag30,30,75.74,75.74,93.16,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30033,30ag30,30,23.83,23.83,93.16,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30085,30ag30,30,101.38,101.38,93.16,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30021,30ag30,30,147.78,147.78,93.16,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30015,30ag20,30,116.25,116.25,101.12,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30005,30ag20,30,127.70,127.70,101.12,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30051,30ag20,30,101.12,,101.12,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30071,30ag20,30,83.83,83.83,101.12,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30101,30ag20,30,76.71,76.71,101.12,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30047,30ag10,30,124.22,124.22,110.92,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30081,30ag10,30,97.62,97.62,110.92,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,30029,30ag10,30,110.92,,110.92,108.32,144.50,125.05,38.55
"CORN, GRAIN",BU,16043,16ag90,16,151.22,151.22,159.30,173.84,194.30,,
"CORN, GRAIN",BU,16041,16ag90,16,157.27,157.27,159.30,173.84,194.30,,
"CORN, GRAIN",BU,16077,16ag90,16,166.64,166.64,159.30,173.84,194.30,,
"CORN, GRAIN",BU,16051,16ag90,16,156.46,156.46,159.30,173.84,194.30,,
"CORN, GRAIN",BU,16011,16ag90,16,194.44,194.44,159.30,173.84,194.30,,
"CORN, GRAIN",BU,16019,16ag90,16,129.78,129.78,159.30,173.84,194.30,,
"CORN, GRAIN",BU,16063,16ag80,16,172.53,172.53,172.86,173.84,194.30,,
"CORN, GRAIN",BU,16053,16ag80,16,181.05,181.05,172.86,173.84,194.30,,
"CORN, GRAIN",BU,16031,16ag80,16,146.83,146.83,172.86,173.84,194.30,,
"CORN, GRAIN",BU,16083,16ag80,16,175.91,175.91,172.86,173.84,194.30,,
"CORN, GRAIN",BU,16067,16ag80,16,183.01,183.01,172.86,173.84,194.30,,
"CORN, GRAIN",BU,16039,16ag70,16,183.84,183.84,187.14,173.84,194.30,,
"CORN, GRAIN",BU,16075,16ag70,16,191.63,191.63,187.14,173.84,194.30,,
"CORN, GRAIN",BU,16087,16ag70,16,175.16,175.16,187.14,173.84,194.30,,
"CORN, GRAIN",BU,16045,16ag70,16,182.54,182.54,187.14,173.84,194.30,,
"CORN, GRAIN",BU,16073,16ag70,16,185.41,185.41,187.14,173.84,194.30,,
"CORN, GRAIN",BU,16027,16ag70,16,194.74,194.74,187.14,173.84,194.30,,
"CORN, GRAIN",BU,16001,16ag70,16,196.66,196.66,187.14,173.84,194.30,,
"CORN, GRAIN",BU,06073,06ag80,06,118.98,118.98,103.67,130.79,179.60,169.10,
"CORN, GRAIN",BU,06071,06ag80,06,103.67,,103.67,130.79,179.60,169.10,
"CORN, GRAIN",BU,06065,06ag80,06,103.67,,103.67,130.79,179.60,169.10,
"CORN, GRAIN",BU,06059,06ag80,06,27.37,27.37,103.67,130.79,179.60,169.10,
"CORN, GRAIN",BU,06025,06ag80,06,164.65,164.65,103.67,130.79,179.60,169.10,
"CORN, GRAIN",BU,06083,06ag80,06,103.67,,103.67,130.79,179.60,169.10,
"CORN, GRAIN",BU,06017,06ag60,06,36.00,36.00,70.33,130.79,179.60,169.10,
"CORN, GRAIN",BU,06057,06ag60,06,68.00,68.00,70.33,130.79,179.60,169.10,
"CORN, GRAIN",BU,06005,06ag60,06,70.33,,70.33,130.79,179.60,169.10,
"CORN, GRAIN",BU,06109,06ag60,06,107.00,107.00,70.33,130.79,179.60,169.10,
"CORN, GRAIN",BU,06019,06ag51,06,185.24,185.24,179.19,130.79,179.60,169.10,
"CORN, GRAIN",BU,06099,06ag51,06,179.32,179.32,179.19,130.79,179.60,169.10,
"CORN, GRAIN",BU,06031,06ag51,06,180.47,180.47,179.19,130.79,179.60,169.10,
"CORN, GRAIN",BU,06077,06ag51,06,163.57,163.57,179.19,130.79,179.60,169.10,
"CORN, GRAIN",BU,06107,06ag51,06,192.65,192.65,179.19,130.79,179.60,169.10,
"CORN, GRAIN",BU,06039,06ag51,06,182.40,182.40,179.19,130.79,179.60,169.10,
"CORN, GRAIN",BU,06047,06ag51,06,185.28,185.28,179.19,130.79,179.60,169.10,
"CORN, GRAIN",BU,06029,06ag51,06,164.59,164.59,179.19,130.79,179.60,169.10,
