commodity,location,year,unit,price
"CATTLE, CALVES",53,2009,$ / CWT,93.3
"CATTLE, (EXCL CALVES)",53,2009,$ / CWT,82.5
HOGS,53,2009,$ / CWT,39.7
ONIONS,53,2009,$ / CWT,22.95
"ONIONS, DRY",53,2009,$ / CWT,22.95
"ONIONS, DRY, SUMMER",53,2009,$ / CWT,22.95
"ONIONS, DRY, SUMMER, NON-STORAGE",53,2009,$ / CWT,29.5
"ONIONS, DRY, SUMMER, STORAGE",53,2009,$ / CWT,16.4
PEAS,53,2009,$ / TON,265.00
"PEAS, GREEN",53,2009,$ / TON,265.00
"PEAS, GREEN, PROCESSING",53,2009,$ / TON,265
STRAWBERRIES,53,2009,$ / CWT,58.3
"STRAWBERRIES, FRESH MARKET",53,2009,$ / CWT,158
"STRAWBERRIES, PROCESSING",53,2009,$ / CWT,50
SWEET CORN,53,2009,$ / CWT,37.50
SWEET CORN,53,2009,$ / TON,109.00
"SWEET CORN, FRESH MARKET",53,2009,$ / CWT,37.5
"SWEET CORN, PROCESSING",53,2009,$ / TON,109
WOOL,53,2009,$ / LB,1.35
ARTICHOKES,06,2010,$ / CWT,51.5
ASPARAGUS,06,2010,$ / CWT,147
"ASPARAGUS, FRESH MARKET",06,2010,$ / CWT,147
BEANS,06,2010,$ / CWT,67.40
"BEANS, SNAP",06,2010,$ / CWT,67.40
"BEANS, SNAP, FRESH MARKET",06,2010,$ / CWT,67.4
BROCCOLI,06,2010,$ / CWT,35.3
BROCCOLI,06,2010,$ / TON,860.00
"BROCCOLI, FRESH MARKET",06,2010,$ / CWT,35.1
"BROCCOLI, PROCESSING",06,2010,$ / TON,860
CABBAGE,06,2010,$ / CWT,14.40
"CABBAGE, FRESH MARKET",06,2010,$ / CWT,14.4
CARROTS,06,2010,$ / CWT,27.20
CARROTS,06,2010,$ / TON,175.00
"CARROTS, FRESH MARKET",06,2010,$ / CWT,27.2
"CARROTS, PROCESSING",06,2010,$ / TON,175
CATTLE,06,2010,$ / CWT,97.00
"CATTLE, CALVES",06,2010,$ / CWT,116
"CATTLE, (EXCL CALVES)",06,2010,$ / CWT,78
CAULIFLOWER,06,2010,$ / CWT,38.3
CAULIFLOWER,06,2010,$ / TON,615.00
"CAULIFLOWER, FRESH MARKET",06,2010,$ / CWT,38.5
"CAULIFLOWER, PROCESSING",06,2010,$ / TON,615
CELERY,06,2010,$ / CWT,19.8
CUCUMBERS,06,2010,$ / CWT,19.50
"CUCUMBERS, FRESH MARKET",06,2010,$ / CWT,19.5
GARLIC,06,2010,$ / CWT,71.8
HOGS,06,2010,$ / CWT,54.9
LETTUCE,06,2010,$ / CWT,26.73
"LETTUCE, HEAD",06,2010,$ / CWT,22.70
"LETTUCE, HEAD, FRESH MARKET",06,2010,$ / CWT,22.7
"LETTUCE, LEAF",06,2010,$ / CWT,35.40
"LETTUCE, LEAF, FRESH MARKET",06,2010,$ / CWT,35.4
"LETTUCE, ROMAINE",06,2010,$ / CWT,22.10
"LETTUCE, ROMAINE, FRESH MARKET",06,2010,$ / CWT,22.1
MELONS,06,2010,$ / CWT,12.93
"MELONS, CANTALOUP",06,2010,$ / CWT,12.30
"MELONS, CANTALOUP, FRESH MARKET",06,2010,$ / CWT,12.3
"MELONS, HONEYDEW",06,2010,$ / CWT,13.20
"MELONS, HONEYDEW, FRESH MARKET",06,2010,$ / CWT,13.2
"MELONS, WATERMELON",06,2010,$ / CWT,13.30
"MELONS, WATERMELON, FRESH MARKET",06,2010,$ / CWT,13.3
MOHAIR,06,2010,$ / LB,4.25
"MOHAIR, ANGORA",06,2010,$ / LB,4.25
ONIONS,06,2010,$ / CWT,13.88
"ONIONS, DRY",06,2010,$ / CWT,13.88
"ONIONS, DRY, SPRING",06,2010,$ / CWT,18
"ONIONS, DRY, SUMMER",06,2010,$ / CWT,9.75
"ONIONS, DRY, SUMMER, NON-STORAGE",06,2010,$ / CWT,7.5
"ONIONS, DRY, SUMMER, STORAGE",06,2010,$ / CWT,12
PEPPERS,06,2010,$ / CWT,28.55
"PEPPERS, BELL",06,2010,$ / CWT,29.4
"PEPPERS, CHILE",06,2010,$ / CWT,27.7
PUMPKINS,06,2010,$ / CWT,10.1
SPINACH,06,2010,$ / CWT,42.90
SPINACH,06,2010,$ / TON,156.00
"SPINACH, FRESH MARKET",06,2010,$ / CWT,42.9
"SPINACH, PROCESSING",06,2010,$ / TON,156
SQUASH,06,2010,$ / CWT,28.3
STRAWBERRIES,06,2010,$ / CWT,69.6
"STRAWBERRIES, FRESH MARKET",06,2010,$ / CWT,79.6
"STRAWBERRIES, PROCESSING",06,2010,$ / CWT,27.8
SWEET CORN,06,2010,$ / CWT,18.80
"SWEET CORN, FRESH MARKET",06,2010,$ / CWT,18.8
TOMATOES,06,2010,$ / CWT,33.10
TOMATOES,06,2010,$ / TON,71.40
"TOMATOES, FRESH MARKET",06,2010,$ / CWT,33.1
"TOMATOES, PROCESSING",06,2010,$ / TON,71.4
WOOL,06,2010,$ / LB,1.25
CATTLE,16,2010,$ / CWT,102.30
"CATTLE, CALVES",16,2010,$ / CWT,118
"CATTLE, (EXCL CALVES)",16,2010,$ / CWT,86.6
ONIONS,16,2010,$ / CWT,8.70
"ONIONS, DRY",16,2010,$ / CWT,8.70
"ONIONS, DRY, SUMMER",16,2010,$ / CWT,8.70
"ONIONS, DRY, SUMMER, STORAGE",16,2010,$ / CWT,8.7
WOOL,16,2010,$ / LB,1.26
CATTLE,30,2010,$ / CWT,109.05
"CATTLE, CALVES",30,2010,$ / CWT,128
"CATTLE, (EXCL CALVES)",30,2010,$ / CWT,90.1
HOGS,30,2010,$ / CWT,52
WOOL,30,2010,$ / LB,1.6
BEANS,41,2010,$ / TON,186.00
"BEANS, SNAP",41,2010,$ / TON,186.00
"BEANS, SNAP, PROCESSING",41,2010,$ / TON,186
CATTLE,41,2010,$ / CWT,102.80
"CATTLE, CALVES",41,2010,$ / CWT,115
"CATTLE, (EXCL CALVES)",41,2010,$ / CWT,90.6
GARLIC,41,2010,$ / CWT,90.2
HOGS,41,2010,$ / CWT,57.7
PEAS,41,2010,$ / TON,196.00
"PEAS, GREEN",41,2010,$ / TON,196.00
"PEAS, GREEN, PROCESSING",41,2010,$ / TON,196
SQUASH,41,2010,$ / CWT,9.31
STRAWBERRIES,41,2010,$ / CWT,69.1
"STRAWBERRIES, FRESH MARKET",41,2010,$ / CWT,166
"STRAWBERRIES, PROCESSING",41,2010,$ / CWT,51
SWEET CORN,41,2010,$ / CWT,27.50
SWEET CORN,41,2010,$ / TON,88.80
"SWEET CORN, FRESH MARKET",41,2010,$ / CWT,27.5
"SWEET CORN, PROCESSING",41,2010,$ / TON,88.8
WOOL,41,2010,$ / LB,0.86
ASPARAGUS,53,2010,$ / CWT,77.1
CARROTS,53,2010,$ / TON,82.00
"CARROTS, PROCESSING",53,2010,$ / TON,82
CATTLE,53,2010,$ / CWT,106.80
"CATTLE, CALVES",53,2010,$ / CWT,114
"CATTLE, (EXCL CALVES)",53,2010,$ / CWT,99.6
ONIONS,53,2010,$ / CWT,30.65
"ONIONS, DRY",53,2010,$ / CWT,30.65
"ONIONS, DRY, SUMMER",53,2010,$ / CWT,30.65
"ONIONS, DRY, SUMMER, NON-STORAGE",53,2010,$ / CWT,50.1
"ONIONS, DRY, SUMMER, STORAGE",53,2010,$ / CWT,11.2
PEAS,53,2010,$ / TON,212.00
"PEAS, GREEN",53,2010,$ / TON,212.00
"PEAS, GREEN, PROCESSING",53,2010,$ / TON,212
STRAWBERRIES,53,2010,$ / CWT,61.1
"STRAWBERRIES, FRESH MARKET",53,2010,$ / CWT,189
"STRAWBERRIES, PROCESSING",53,2010,$ / CWT,50
SWEET CORN,53,2010,$ / CWT,38.80
SWEET CORN,53,2010,$ / TON,79.80
"SWEET CORN, FRESH MARKET",53,2010,$ / CWT,38.8
"SWEET CORN, PROCESSING",53,2010,$ / TON,79.8
WOOL,53,2010,$ / LB,1.5
ARTICHOKES,06,2011,$ / CWT,50.4
ASPARAGUS,06,2011,$ / CWT,149
"ASPARAGUS, FRESH MARKET",06,2011,$ / CWT,149
BEANS,06,2011,$ / CWT,64.40
"BEANS, SNAP",06,2011,$ / CWT,64.40
"BEANS, SNAP, FRESH MARKET",06,2011,$ / CWT,64.4
BROCCOLI,06,2011,$ / CWT,33.8
BROCCOLI,06,2011,$ / TON,855.00
"BROCCOLI, FRESH MARKET",06,2011,$ / CWT,33.6
"BROCCOLI, PROCESSING",06,2011,$ / TON,855
CABBAGE,06,2011,$ / CWT,12.90
"CABBAGE, FRESH MARKET",06,2011,$ / CWT,12.9
CARROTS,06,2011,$ / CWT,34.90
"CARROTS, FRESH MARKET",06,2011,$ / CWT,34.9
CAULIFLOWER,06,2011,$ / CWT,44.6
CAULIFLOWER,06,2011,$ / TON,510.00
"CAULIFLOWER, FRESH MARKET",06,2011,$ / CWT,45.4
"CAULIFLOWER, PROCESSING",06,2011,$ / TON,510
CELERY,06,2011,$ / CWT,20.3
CUCUMBERS,06,2011,$ / CWT,36.60
"CUCUMBERS, FRESH MARKET",06,2011,$ / CWT,36.6
GARLIC,06,2011,$ / CWT,68.6
LETTUCE,06,2011,$ / CWT,25.20
"LETTUCE, HEAD",06,2011,$ / CWT,20.10
"LETTUCE, HEAD, FRESH MARKET",06,2011,$ / CWT,20.1
"LETTUCE, LEAF",06,2011,$ / CWT,28.90
"LETTUCE, LEAF, FRESH MARKET",06,2011,$ / CWT,28.9
"LETTUCE, ROMAINE",06,2011,$ / CWT,26.60
"LETTUCE, ROMAINE, FRESH MARKET",06,2011,$ / CWT,26.6
MELONS,06,2011,$ / CWT,17.03
"MELONS, CANTALOUP",06,2011,$ / CWT,16.10
"MELONS, CANTALOUP, FRESH MARKET",06,2011,$ / CWT,16.1
"MELONS, HONEYDEW",06,2011,$ / CWT,21.00
"MELONS, HONEYDEW, FRESH MARKET",06,2011,$ / CWT,21
"MELONS, WATERMELON",06,2011,$ / CWT,14.00
"MELONS, WATERMELON, FRESH MARKET",06,2011,$ / CWT,14
MOHAIR,06,2011,$ / LB,6.00
"MOHAIR, ANGORA",06,2011,$ / LB,6
ONIONS,06,2011,$ / CWT,9.97
"ONIONS, DRY",06,2011,$ / CWT,9.97
"ONIONS, DRY, SPRING",06,2011,$ / CWT,13.5
"ONIONS, DRY, SUMMER",06,2011,$ / CWT,6.44
"ONIONS, DRY, SUMMER, NON-STORAGE",06,2011,$ / CWT,5
"ONIONS, DRY, SUMMER, STORAGE",06,2011,$ / CWT,7.88
PEPPERS,06,2011,$ / CWT,31.70
"PEPPERS, BELL",06,2011,$ / CWT,29.4
"PEPPERS, CHILE",06,2011,$ / CWT,34
PUMPKINS,06,2011,$ / CWT,11.7
SPINACH,06,2011,$ / CWT,36.90
SPINACH,06,2011,$ / TON,135.00
"SPINACH, FRESH MARKET",06,2011,$ / CWT,36.9
"SPINACH, PROCESSING",06,2011,$ / TON,135
SQUASH,06,2011,$ / CWT,30.1
STRAWBERRIES,06,2011,$ / CWT,75.7
"STRAWBERRIES, FRESH MARKET",06,2011,$ / CWT,86.5
"STRAWBERRIES, PROCESSING",06,2011,$ / CWT,33.8
SWEET CORN,06,2011,$ / CWT,19.20
"SWEET CORN, FRESH MARKET",06,2011,$ / CWT,19.2
TOMATOES,06,2011,$ / CWT,30.40
TOMATOES,06,2011,$ / TON,74.30
"TOMATOES, FRESH MARKET",06,2011,$ / CWT,30.4
"TOMATOES, PROCESSING",06,2011,$ / TON,74.3
WOOL,06,2011,$ / LB,1.7
ONIONS,16,2011,$ / CWT,7.50
"ONIONS, DRY",16,2011,$ / CWT,7.50
"ONIONS, DRY, SUMMER",16,2011,$ / CWT,7.50
"ONIONS, DRY, SUMMER, STORAGE",16,2011,$ / CWT,7.5
WOOL,16,2011,$ / LB,1.7
WOOL,30,2011,$ / LB,2.4
BEANS,41,2011,$ / TON,219.00
"BEANS, SNAP",41,2011,$ / TON,219.00
"BEANS, SNAP, PROCESSING",41,2011,$ / TON,219
GARLIC,41,2011,$ / CWT,74.6
PEAS,41,2011,$ / TON,233.00
"PEAS, GREEN",41,2011,$ / TON,233.00
"PEAS, GREEN, PROCESSING",41,2011,$ / TON,233
SQUASH,41,2011,$ / CWT,11.6
STRAWBERRIES,41,2011,$ / CWT,66.5
"STRAWBERRIES, FRESH MARKET",41,2011,$ / CWT,148
"STRAWBERRIES, PROCESSING",41,2011,$ / CWT,55
SWEET CORN,41,2011,$ / CWT,21.60
"SWEET CORN, FRESH MARKET",41,2011,$ / CWT,21.6
WOOL,41,2011,$ / LB,1.7
ASPARAGUS,53,2011,$ / CWT,78.9
CARROTS,53,2011,$ / TON,86.00
"CARROTS, PROCESSING",53,2011,$ / TON,86
ONIONS,53,2011,$ / CWT,15.85
"ONIONS, DRY",53,2011,$ / CWT,15.85
"ONIONS, DRY, SUMMER",53,2011,$ / CWT,15.85
"ONIONS, DRY, SUMMER, NON-STORAGE",53,2011,$ / CWT,22.8
"ONIONS, DRY, SUMMER, STORAGE",53,2011,$ / CWT,8.9
PEAS,53,2011,$ / TON,252.00
"PEAS, GREEN",53,2011,$ / TON,252.00
"PEAS, GREEN, PROCESSING",53,2011,$ / TON,252
STRAWBERRIES,53,2011,$ / CWT,71.8
"STRAWBERRIES, FRESH MARKET",53,2011,$ / CWT,231
"STRAWBERRIES, PROCESSING",53,2011,$ / CWT,46.7
SWEET CORN,53,2011,$ / CWT,41.00
SWEET CORN,53,2011,$ / TON,109.00
"SWEET CORN, FRESH MARKET",53,2011,$ / CWT,41
"SWEET CORN, PROCESSING",53,2011,$ / TON,109
WOOL,53,2011,$ / LB,1.65
MOHAIR,06,2012,$ / LB,6.00
"MOHAIR, ANGORA",06,2012,$ / LB,6
WOOL,06,2012,$ / LB,1.6
WOOL,16,2012,$ / LB,1.7
WOOL,30,2012,$ / LB,2.1
WOOL,41,2012,$ / LB,1.56
WOOL,53,2012,$ / LB,1.55
MOHAIR,06,2013,$ / LB,6.00
"MOHAIR, ANGORA",06,2013,$ / LB,6
WOOL,06,2013,$ / LB,1.45
WOOL,16,2013,$ / LB,1.35
WOOL,30,2013,$ / LB,2.2
WOOL,41,2013,$ / LB,1.11
WOOL,53,2013,$ / LB,1.1
MOHAIR,06,2014,$ / LB,6.00
"MOHAIR, ANGORA",06,2014,$ / LB,6
WOOL,06,2014,$ / LB,1.35
WOOL,16,2014,$ / LB,1.54
WOOL,30,2014,$ / LB,2.05
WOOL,41,2014,$ / LB,1.36
WOOL,53,2014,$ / LB,1.8
