location,year,irrigated,non_irrigated,pasture,value,dataitem
06ag60,2013,t,f,f,206,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2013,f,t,f,17.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2013,f,t,f,18,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2013,f,f,t,9.7,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2013,f,f,t,17.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2014,t,f,f,204,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2014,t,f,f,233,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2014,f,t,f,21,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2014,f,t,f,21.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2014,f,f,t,10.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag60,2014,f,f,t,14,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2008,t,f,f,480,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2008,f,f,t,8.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2009,t,f,f,213,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2009,t,f,f,430,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2009,f,t,f,84,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2009,f,t,f,84,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2009,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2009,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2010,t,f,f,390,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2010,f,t,f,77,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2010,f,t,f,84,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2010,f,f,t,5.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2010,f,f,t,6.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2011,t,f,f,385,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2011,t,f,f,1140,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2011,f,f,t,5.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2011,f,f,t,6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2012,t,f,f,385,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2012,f,t,f,71.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2012,f,t,f,89,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2012,f,f,t,5.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2012,f,f,t,7.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2013,t,f,f,457,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2013,f,t,f,33,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2013,f,t,f,53,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2013,f,f,t,6.4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2013,f,f,t,6.4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2014,t,f,f,477,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2014,f,t,f,29.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2014,f,t,f,29.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2014,f,f,t,4.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag80,2014,f,f,t,6.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
06ag98,2008,t,f,f,218,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag98,2008,f,t,f,76,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag98,2009,t,f,f,289,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag98,2009,f,t,f,60,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag98,2010,f,t,f,66.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag98,2011,f,t,f,74.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag98,2012,f,t,f,57,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
06ag98,2013,f,t,f,61.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2005,f,f,f,104,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2005,t,f,f,124,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2005,f,t,f,55,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2006,f,f,f,108,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2006,t,f,f,128,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2006,f,t,f,58,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2007,f,f,f,93,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2007,t,f,f,130,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2007,f,t,f,58,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2008,f,f,f,98.5,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2008,t,f,f,145,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2008,f,t,f,55,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2008,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16,2009,f,f,f,130,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2009,t,f,f,160,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2009,f,t,f,57,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2009,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16,2010,f,f,f,132,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2010,t,f,f,160,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2010,f,t,f,60,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2010,f,f,t,14,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16,2011,f,f,f,138,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2011,t,f,f,168,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2011,f,t,f,55,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2011,f,f,t,16,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16,2012,f,f,f,143,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2012,t,f,f,181,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2012,f,t,f,52,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2012,f,f,t,11,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16,2013,f,f,f,139,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2013,t,f,f,177,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2013,f,t,f,56,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2013,f,f,t,13,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16,2014,f,f,f,151,"RENT, CASH, CROPLAND - EXPENSE, MEASURED IN $ / ACRE"
16,2014,t,f,f,197,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2014,f,t,f,61,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16,2014,f,f,t,12,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16001,2009,t,f,f,86,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16001,2009,f,f,t,40,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16001,2010,t,f,f,113,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16001,2010,f,f,t,26,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16001,2011,t,f,f,119,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16001,2011,f,f,t,13,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16001,2012,t,f,f,153,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16001,2013,t,f,f,159,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16001,2013,f,f,t,4.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16001,2014,t,f,f,160,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16003,2009,f,t,f,19.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16003,2009,f,f,t,13,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16003,2010,f,f,t,9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16003,2011,t,f,f,36.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16003,2011,f,t,f,25,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16003,2011,f,f,t,13,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16003,2012,t,f,f,33,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16003,2012,f,t,f,18,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16003,2012,f,f,t,6.4,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16003,2013,f,t,f,18,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16003,2013,f,f,t,9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16003,2014,f,t,f,17,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16003,2014,f,f,t,6.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16005,2009,t,f,f,131,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2009,f,f,t,3.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16005,2010,t,f,f,145,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2010,f,t,f,20,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2010,f,f,t,11,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16005,2011,t,f,f,135,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2011,f,t,f,16.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2011,f,f,t,17,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16005,2012,t,f,f,107,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2012,f,t,f,22,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2012,f,f,t,11,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16005,2013,t,f,f,146,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2013,f,t,f,21.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2013,f,f,t,13,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16005,2014,t,f,f,147,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16005,2014,f,f,t,8.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16007,2009,t,f,f,44,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16007,2009,f,t,f,25,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16007,2009,f,f,t,6.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16007,2010,t,f,f,36,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16007,2010,f,t,f,28,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16007,2010,f,f,t,11.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16007,2011,t,f,f,40.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16007,2011,f,t,f,24,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16007,2011,f,f,t,6.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16007,2012,f,f,t,5.2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16007,2013,f,t,f,25,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16007,2013,f,f,t,8.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16007,2014,f,t,f,24.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16007,2014,f,f,t,8.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16009,2009,f,t,f,46,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16009,2009,f,f,t,3.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16009,2010,f,t,f,56.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16009,2011,f,t,f,55.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16009,2012,f,t,f,56,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16009,2013,f,t,f,57.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16009,2014,f,t,f,59.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2008,t,f,f,235,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2008,f,f,t,15,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16011,2009,t,f,f,164,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2009,f,f,t,19.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16011,2010,t,f,f,146,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2010,f,t,f,50,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2011,t,f,f,161,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2011,f,t,f,30,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2011,f,f,t,6.6,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16011,2012,t,f,f,183,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2012,f,t,f,25,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2013,t,f,f,205,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2013,f,t,f,19,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2013,f,f,t,11,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16011,2014,t,f,f,226,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2014,f,t,f,19,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16011,2014,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16013,2011,f,t,f,75,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16013,2011,f,f,t,26,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16013,2012,f,t,f,32.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16013,2013,t,f,f,136,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16013,2014,t,f,f,104,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16015,2011,f,f,t,14,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16015,2013,f,f,t,2,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16017,2009,f,t,f,35,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16017,2009,f,f,t,10.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16017,2010,f,t,f,24.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16017,2011,f,t,f,38,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16017,2011,f,f,t,8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16017,2012,f,t,f,58,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16017,2013,f,t,f,43,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16017,2013,f,f,t,12,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16017,2014,f,t,f,36.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16017,2014,f,f,t,7.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16019,2008,t,f,f,115,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2009,t,f,f,133,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2009,f,t,f,41,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2009,f,f,t,4.8,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16019,2010,t,f,f,106,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2010,f,t,f,50,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2010,f,f,t,10.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16019,2011,t,f,f,125,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2011,f,f,t,8.3,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16019,2012,t,f,f,111,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2012,f,t,f,33.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2012,f,f,t,3.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16019,2013,t,f,f,132,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2013,f,t,f,36,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2013,f,f,t,9.1,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16019,2014,t,f,f,137,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2014,f,t,f,41,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16019,2014,f,f,t,10,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16021,2009,f,t,f,64,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16021,2010,f,t,f,67,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16021,2010,f,f,t,15.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16021,2011,f,t,f,66.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16021,2012,f,t,f,63.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16021,2013,f,t,f,70.5,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16021,2013,f,f,t,24.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16021,2014,f,t,f,72,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16021,2014,f,f,t,25,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16023,2009,t,f,f,55,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16023,2009,f,f,t,1.9,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16023,2010,t,f,f,65,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16023,2011,t,f,f,63,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16023,2012,t,f,f,91.5,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16023,2013,t,f,f,106,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16023,2014,t,f,f,78,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16025,2012,f,t,f,14,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2009,t,f,f,162,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2009,f,t,f,74,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2009,f,f,t,33,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16027,2010,t,f,f,175,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2011,t,f,f,157,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2012,t,f,f,173,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2012,f,t,f,28,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2012,f,f,t,36,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16027,2013,t,f,f,180,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2013,f,f,t,32.5,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16027,2014,t,f,f,185,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16027,2014,f,f,t,30,"RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE"
16029,2009,t,f,f,115,"RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
16029,2009,f,t,f,70,"RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE"
